"i","j","chi_base_u10_tp","chi_samp_u10_tp","chi_ht_u10_tp","chi_base_u10_mslp","chi_samp_u10_mslp","chi_ht_u10_mslp","chi_base_tp_mslp","chi_samp_tp_mslp","chi_ht_tp_mslp","chi_base_u10_spatial","chi_samp_u10_spatial","chi_ht_u10_spatial","chi_base_tp_spatial","chi_samp_tp_spatial","chi_ht_tp_spatial","chi_base_mslp_spatial","chi_samp_mslp_spatial","chi_ht_mslp_spatial"
2675,3612,0.586206896551724,0.626373626373626,0.373626373626374,0.655172413793104,0.675824175824176,0.467032967032967,0.586206896551724,0.626373626373626,0.461538461538462,0.103448275862069,0.0659340659340659,0.142857142857143,0.206896551724138,0.164835164835165,0.21978021978022,0.344827586206897,0.307692307692308,0.208791208791209
3237,2556,0.586206896551724,0.527472527472527,0.192307692307692,0.586206896551724,0.67032967032967,0.406593406593407,0.448275862068966,0.587912087912088,0.230769230769231,0.206896551724138,0.148351648351648,0.236263736263736,0.241379310344828,0.153846153846154,0.203296703296703,0.206896551724138,0.285714285714286,0.131868131868132
3501,2700,0.551724137931034,0.478021978021978,0.28021978021978,0.482758620689655,0.516483516483517,0.43956043956044,0.517241379310345,0.576923076923077,0.56043956043956,0.275862068965517,0.291208791208791,0.175824175824176,0.241379310344828,0.241758241758242,0.208791208791209,0.275862068965517,0.225274725274725,0.263736263736264
1017,3625,0.551724137931034,0.604395604395604,0.5,0.551724137931034,0.664835164835165,0.461538461538462,0.448275862068966,0.554945054945055,0.368131868131868,0.103448275862069,0.153846153846154,0.10989010989011,0.275862068965517,0.197802197802198,0.0824175824175824,NA,0.252747252747253,0.043956043956044
2717,475,0.551724137931034,0.598901098901099,0.236263736263736,0.724137931034483,0.730769230769231,0.445054945054945,0.517241379310345,0.664835164835165,0.467032967032967,0.172413793103448,0.137362637362637,0.236263736263736,NA,0.203296703296703,0.247252747252747,0.241379310344828,0.153846153846154,0.258241758241758
2921,869,0.448275862068966,0.489010989010989,0.247252747252747,0.586206896551724,0.631868131868132,0.379120879120879,0.517241379310345,0.615384615384615,0.32967032967033,0.310344827586207,0.340659340659341,0.335164835164835,0.206896551724138,0.236263736263736,0.214285714285714,0.241379310344828,0.307692307692308,0.357142857142857
2487,738,0.586206896551724,0.620879120879121,0.445054945054945,0.620689655172414,0.615384615384615,0.417582417582418,0.551724137931034,0.532967032967033,0.5,0.172413793103448,0.203296703296703,0.142857142857143,0.172413793103448,0.0934065934065934,0.214285714285714,0.206896551724138,0.175824175824176,0.142857142857143
1374,2022,0.551724137931034,0.516483516483517,0.423076923076923,0.655172413793104,0.703296703296703,0.56043956043956,0.551724137931034,0.626373626373626,0.505494505494506,0.448275862068966,0.521978021978022,0.401098901098901,0.344827586206897,0.362637362637363,0.302197802197802,0.517241379310345,0.543956043956044,0.395604395604396
2990,2050,0.413793103448276,0.565934065934066,0.269230769230769,0.517241379310345,0.593406593406594,0.368131868131868,0.586206896551724,0.615384615384615,0.472527472527473,NA,0.0824175824175824,0.043956043956044,0.172413793103448,0.142857142857143,0.159340659340659,0.172413793103448,0.120879120879121,0.247252747252747
2617,3128,0.517241379310345,0.576923076923077,0.384615384615385,0.517241379310345,0.631868131868132,0.417582417582418,0.482758620689655,0.571428571428572,0.32967032967033,0.689655172413793,0.543956043956044,0.445054945054945,0.551724137931034,0.604395604395604,0.148351648351648,0.724137931034483,0.708791208791209,0.472527472527473
1297,2128,0.482758620689655,0.554945054945055,0.379120879120879,0.620689655172414,0.692307692307692,0.516483516483517,0.448275862068966,0.565934065934066,0.445054945054945,0.551724137931034,0.56043956043956,0.307692307692308,0.241379310344828,0.472527472527473,0.28021978021978,0.413793103448276,0.494505494505495,0.39010989010989
3307,3234,0.482758620689655,0.521978021978022,0.197802197802198,0.482758620689655,0.571428571428572,0.412087912087912,0.482758620689655,0.565934065934066,0.230769230769231,0.551724137931034,0.516483516483517,0.368131868131868,0.379310344827586,0.478021978021978,0.208791208791209,0.517241379310345,0.582417582417582,0.313186813186813
518,1092,0.758620689655172,0.818681318681319,0.571428571428572,0.862068965517241,0.846153846153846,0.543956043956044,0.793103448275862,0.813186813186813,0.5,0.586206896551724,0.648351648351648,0.434065934065934,0.586206896551724,0.730769230769231,0.494505494505495,0.586206896551724,0.686813186813187,0.467032967032967
396,3175,0.724137931034483,0.868131868131868,0.445054945054945,0.758620689655172,0.868131868131868,0.461538461538462,0.862068965517241,0.835164835164835,0.532967032967033,NA,0.0494505494505495,0.0769230769230769,0.137931034482759,0.0384615384615385,0.148351648351648,NA,0.0384615384615385,0.126373626373626
596,2201,0.517241379310345,0.697802197802198,0.521978021978022,0.655172413793104,0.802197802197802,0.494505494505495,0.758620689655172,0.714285714285714,0.445054945054945,0.241379310344828,0.17032967032967,0.225274725274725,0.206896551724138,0.142857142857143,0.175824175824176,0.206896551724138,0.159340659340659,0.208791208791209
2507,3202,0.620689655172414,0.813186813186813,0.445054945054945,0.724137931034483,0.747252747252747,0.54945054945055,0.551724137931034,0.703296703296703,0.263736263736264,0.517241379310345,0.708791208791209,0.357142857142857,0.689655172413793,0.763736263736264,0.181318681318681,0.689655172413793,0.813186813186813,0.494505494505495
1841,3071,0.448275862068966,0.54945054945055,0.43956043956044,0.586206896551724,0.631868131868132,0.54945054945055,0.551724137931034,0.615384615384615,0.478021978021978,0.379310344827586,0.346153846153846,0.269230769230769,0.413793103448276,0.406593406593407,0.247252747252747,0.310344827586207,0.335164835164835,0.340659340659341
3690,3088,0.517241379310345,0.538461538461539,0.197802197802198,0.517241379310345,0.565934065934066,0.43956043956044,0.517241379310345,0.489010989010989,0.313186813186813,0.379310344827586,0.412087912087912,0.115384615384615,0.275862068965517,0.335164835164835,0.302197802197802,0.379310344827586,0.357142857142857,0.164835164835165
1557,300,0.448275862068966,0.576923076923077,0.368131868131868,0.586206896551724,0.681318681318681,0.417582417582418,0.517241379310345,0.659340659340659,0.406593406593407,0.172413793103448,0.0934065934065934,0.142857142857143,0.137931034482759,0.120879120879121,0.159340659340659,0.310344827586207,0.247252747252747,0.208791208791209
565,2017,0.517241379310345,0.593406593406594,0.43956043956044,0.586206896551724,0.642857142857143,0.543956043956044,0.551724137931034,0.54945054945055,0.412087912087912,0.172413793103448,0.21978021978022,0.10989010989011,NA,0.192307692307692,0.032967032967033,0.379310344827586,0.335164835164835,0.214285714285714
3946,1422,0.413793103448276,0.538461538461539,0.263736263736264,0.413793103448276,0.505494505494506,0.32967032967033,0.551724137931034,0.703296703296703,0.423076923076923,0.206896551724138,0.203296703296703,0.0989010989010989,0.241379310344828,0.274725274725275,0.252747252747253,NA,0.137362637362637,0.230769230769231
2503,1705,0.689655172413793,0.840659340659341,0.456043956043956,0.689655172413793,0.708791208791209,0.373626373626374,0.620689655172414,0.686813186813187,0.252747252747253,0.206896551724138,0.186813186813187,0.164835164835165,0.206896551724138,0.208791208791209,0.181318681318681,0.379310344827586,0.340659340659341,0.0604395604395604
1452,846,0.448275862068966,0.604395604395604,0.39010989010989,0.655172413793104,0.730769230769231,0.571428571428572,0.482758620689655,0.637362637362637,0.521978021978022,NA,0.021978021978022,0.0989010989010989,NA,0.0384615384615385,0.0659340659340659,NA,0.043956043956044,0.181318681318681
1081,3639,0.5,0.620879120879121,0.494505494505495,0.566666666666667,0.648351648351648,0.478021978021978,0.413793103448276,0.554945054945055,0.423076923076923,0.1,0.197802197802198,0.115384615384615,0.172413793103448,0.159340659340659,0.159340659340659,0.241379310344828,0.285714285714286,0.197802197802198
3441,2360,0.413793103448276,0.423076923076923,0.302197802197802,0.344827586206897,0.494505494505495,0.269230769230769,0.482758620689655,0.543956043956044,0.445054945054945,0.172413793103448,0.17032967032967,0.21978021978022,0.344827586206897,0.291208791208791,0.197802197802198,0.379310344827586,0.346153846153846,0.197802197802198
416,817,0.482758620689655,0.587912087912088,0.450549450549451,0.620689655172414,0.78021978021978,0.587912087912088,0.413793103448276,0.54945054945055,0.450549450549451,0.275862068965517,0.241758241758242,0.164835164835165,0.137931034482759,0.258241758241758,0.10989010989011,0.344827586206897,0.274725274725275,0.203296703296703
4039,391,0.275862068965517,0.291208791208791,0.324175824175824,0.448275862068966,0.631868131868132,0.582417582417582,0.448275862068966,0.521978021978022,0.197802197802198,NA,0.0549450549450549,0.230769230769231,0.103448275862069,0.0494505494505495,0.21978021978022,NA,0.0494505494505495,0.17032967032967
3335,2020,0.586206896551724,0.587912087912088,0.631868131868132,0.586206896551724,0.642857142857143,0.362637362637363,0.517241379310345,0.664835164835165,0.445054945054945,0.241379310344828,0.225274725274725,0.126373626373626,0.172413793103448,0.241758241758242,0.17032967032967,0.379310344827586,0.313186813186813,0.104395604395604
4046,3806,0.344827586206897,0.417582417582418,0.214285714285714,0.448275862068966,0.648351648351648,0.131868131868132,0.413793103448276,0.543956043956044,0.395604395604396,0.482758620689655,0.648351648351648,0.175824175824176,0.620689655172414,0.505494505494506,0.43956043956044,0.793103448275862,0.60989010989011,0.483516483516484
2988,1325,0.344827586206897,0.527472527472527,0.247252747252747,0.482758620689655,0.604395604395604,0.406593406593407,0.517241379310345,0.648351648351648,0.505494505494506,0.344827586206897,0.335164835164835,0.225274725274725,0.241379310344828,0.17032967032967,0.214285714285714,0.413793103448276,0.340659340659341,0.313186813186813
581,2665,0.724137931034483,0.835164835164835,0.5,0.758620689655172,0.851648351648352,0.483516483516484,0.724137931034483,0.82967032967033,0.56043956043956,NA,NA,0.0274725274725275,0.103448275862069,0.0549450549450549,0.0769230769230769,NA,0.032967032967033,0.043956043956044
714,1268,0.689655172413793,0.769230769230769,0.505494505494506,0.758620689655172,0.785714285714286,0.631868131868132,0.724137931034483,0.791208791208791,0.510989010989011,NA,NA,0.0604395604395604,NA,0.0549450549450549,0.0824175824175824,NA,0.0549450549450549,0.0494505494505495
4073,3754,0.448275862068966,0.494505494505495,0.291208791208791,0.344827586206897,0.467032967032967,0.461538461538462,0.482758620689655,0.604395604395604,0.43956043956044,0.655172413793104,0.615384615384615,0.307692307692308,0.586206896551724,0.631868131868132,0.472527472527473,0.758620689655172,0.807692307692308,0.637362637362637
2578,218,0.551724137931034,0.752747252747253,0.395604395604396,0.620689655172414,0.769230769230769,0.450549450549451,0.517241379310345,0.675824175824176,0.412087912087912,0.137931034482759,0.032967032967033,0.307692307692308,0.172413793103448,0.115384615384615,0.148351648351648,0.103448275862069,0.0384615384615385,0.0769230769230769
699,1060,0.482758620689655,0.637362637362637,0.412087912087912,0.586206896551724,0.659340659340659,0.368131868131868,0.379310344827586,0.54945054945055,0.362637362637363,0.172413793103448,0.269230769230769,0.208791208791209,0.137931034482759,0.351648351648352,0.159340659340659,0.379310344827586,0.384615384615385,0.318681318681319
2632,1817,0.586206896551724,0.796703296703297,0.5,0.689655172413793,0.714285714285714,0.357142857142857,0.551724137931034,0.703296703296703,0.324175824175824,0.517241379310345,0.417582417582418,0.43956043956044,0.241379310344828,0.379120879120879,0.104395604395604,0.517241379310345,0.467032967032967,0.384615384615385
3980,3626,0.379310344827586,0.417582417582418,0.230769230769231,0.482758620689655,0.681318681318681,0.214285714285714,0.448275862068966,0.483516483516484,0.417582417582418,0.379310344827586,0.368131868131868,0.241758241758242,0.206896551724138,0.274725274725275,0.346153846153846,0.413793103448276,0.335164835164835,0.258241758241758
2597,3638,0.379310344827586,0.423076923076923,0.302197802197802,0.689655172413793,0.653846153846154,0.478021978021978,0.551724137931034,0.593406593406594,0.43956043956044,0.413793103448276,0.423076923076923,0.39010989010989,0.275862068965517,0.406593406593407,0.142857142857143,0.379310344827586,0.39010989010989,0.28021978021978
1836,4070,0.413793103448276,0.565934065934066,0.406593406593407,0.655172413793104,0.714285714285714,0.527472527472527,0.517241379310345,0.598901098901099,0.538461538461539,0.172413793103448,0.214285714285714,0.192307692307692,0.137931034482759,0.043956043956044,0.164835164835165,0.413793103448276,0.291208791208791,0.296703296703297
2554,109,0.448275862068966,0.631868131868132,0.32967032967033,0.517241379310345,0.626373626373626,0.307692307692308,0.517241379310345,0.593406593406594,0.494505494505495,0.275862068965517,0.269230769230769,0.324175824175824,0.103448275862069,0.159340659340659,0.0714285714285714,0.310344827586207,0.197802197802198,0.148351648351648
2530,2621,0.344827586206897,0.494505494505495,0.324175824175824,0.620689655172414,0.681318681318681,0.450549450549451,0.482758620689655,0.60989010989011,0.434065934065934,0.206896551724138,0.148351648351648,0.159340659340659,0.172413793103448,0.175824175824176,0.230769230769231,0.206896551724138,0.241758241758242,0.104395604395604
3131,3612,0.448275862068966,0.461538461538462,0.5,0.517241379310345,0.423076923076923,0.472527472527473,0.482758620689655,0.565934065934066,0.510989010989011,NA,0.0879120879120879,0.126373626373626,0.137931034482759,0.0769230769230769,0.186813186813187,0.448275862068966,0.483516483516484,0.208791208791209
1330,3662,0.482758620689655,0.576923076923077,0.461538461538462,0.689655172413793,0.71978021978022,0.543956043956044,0.517241379310345,0.554945054945055,0.461538461538462,0.172413793103448,0.159340659340659,0.131868131868132,0.206896551724138,0.192307692307692,0.192307692307692,0.206896551724138,0.236263736263736,0.137362637362637
3069,1724,0.413793103448276,0.582417582417582,0.274725274725275,0.448275862068966,0.450549450549451,0.373626373626374,0.413793103448276,0.521978021978022,0.379120879120879,0.275862068965517,0.351648351648352,0.269230769230769,0.344827586206897,0.346153846153846,0.21978021978022,0.379310344827586,0.450549450549451,0.32967032967033
2101,2104,0.448275862068966,0.615384615384615,0.401098901098901,0.586206896551724,0.659340659340659,0.532967032967033,0.413793103448276,0.593406593406594,0.368131868131868,0.862068965517241,0.846153846153846,0.664835164835165,0.758620689655172,0.802197802197802,0.67032967032967,0.793103448275862,0.89010989010989,0.60989010989011
525,3857,0.689655172413793,0.840659340659341,0.532967032967033,0.758620689655172,0.857142857142857,0.631868131868132,0.862068965517241,0.840659340659341,0.538461538461539,NA,0.0659340659340659,0.0989010989010989,0.137931034482759,0.0494505494505495,0.126373626373626,NA,0.0384615384615385,0.0934065934065934
